TAXID,Command,Ethnicity
949977,TB CITYWIDE VANDALS TASK FORCE,HISPANIC
977462,114 PRECINCT,HISPANIC
942932,017 PRECINCT,HISPANIC
979023,RTS RECRUITS,ASIAN
964365,AVIATION UNIT,HISPANIC
942933,040 PRECINCT,HISPANIC
970971,040 PRECINCT,HISPANIC
975952,HOUSING PSA 3,ASIAN
936109,STRATEGIC RESP GRP 4 QUEENS,HISPANIC
977026,083 PRECINCT,WHITE
958228,MEDICAL DIVISION,HISPANIC
936579,TRANSIT DISTRICT 23,HISPANIC
981018,RTS RECRUITS,ASIAN
978851,081 PRECINCT,WHITE
942934,HOUSING PSA 3,WHITE
949978,TRANSIT BORO MANHATTAN,HISPANIC
963736,BROOKLYN ADULT SEX CRIMES SQUAD,WHITE
961606,MISSING PERSONS SQUAD,HISPANIC
981022,RTS RECRUITS,WHITE
939851,104TH DET SQUAD,ASIAN
970377,073 PRECINCT,BLACK
962896,HOUSING PSA 2,ASIAN
966932,CAMPUS MANAGEMENT SECTION,WHITE
968217,QN AUTO LARCENY UNIT,WHITE
960141,081 PRECINCT,BLACK
971793,062 PRECINCT,WHITE
965922,EMER SERV SQ 06,WHITE
948597,041 PRECINCT,HISPANIC
939852,JOINT TERRORIST TASK FORCE,WHITE
967744,068 PRECINCT,WHITE
940952,TRANSIT DISTRICT 4,WHITE
957320,077 PRECINCT,HISPANIC
973899,046 PRECINCT,WHITE
963842,044 PRECINCT,HISPANIC
956376,041 PRECINCT,WHITE
956374,NARC BORO BROOKLYN NORTH,ASIAN
948598,MILITARY & EXTENDED LEAVE DESK,ASIAN
954471,HOUSING PSA 3,HISPANIC
974680,HOUSING PSA 9,HISPANIC
953624,030 PRECINCT,HISPANIC
961607,123 PRECINCT,WHITE
949979,SEX OFFENDER MONITORING UNIT,WHITE
951485,060 PRECINCT,WHITE
971307,050 PRECINCT,HISPANIC
945463,071 PRECINCT,HISPANIC
969469,043 PRECINCT,HISPANIC
937955,001 PRECINCT,HISPANIC
962209,043 DET SQUAD,HISPANIC
970378,HOUSING PSA 5,HISPANIC
970970,107 PRECINCT,ASIAN
952390,HOUSING PSA 6,HISPANIC
973206,PSA 7 VIPER 11,HISPANIC
973902,034 PRECINCT,HISPANIC
977723,120 PRECINCT,WHITE
969471,TRANSIT DISTRICT 4,HISPANIC
981021,RTS RECRUITS,HISPANIC
953625,MILITARY & EXTENDED LEAVE DESK,HISPANIC
979024,028 PRECINCT,HISPANIC
971308,112 PRECINCT,BLACK
937956,070 PRECINCT,HISPANIC
980349,HOUSING PSA 1,BLACK
963843,024 PRECINCT,HISPANIC
975953,060 PCT CONEY ISLAND DETAIL,HISPANIC
968218,090 PRECINCT,BLACK
974709,TB TRAIN PATROL FORCE,HISPANIC
975321,048 PRECINCT,HISPANIC
978355,090 PRECINCT,HISPANIC
964366,046 PRECINCT,HISPANIC
940924,TRN BUR CMD LVL TRAINING UNIT,BLACK
949981,047 PRECINCT,HISPANIC
964870,QUEENS COURT SECTION,HISPANIC
981023,RTS RECRUITS,WHITE
921908,OPERATIONS UNIT,WHITE
969472,COMMUNITY OUTREACH DIVISION,BLACK
973901,046 PRECINCT,HISPANIC
979679,077 PRECINCT,HISPANIC
937957,CSO INVESTIGATIONS UNIT,HISPANIC
978176,050 PRECINCT,HISPANIC
881600,STRATEGIC RESP GRP 2 BRONX,HISPANIC
968927,120 PRECINCT,WHITE
982030,RTS RECRUITS,WHITE
947967,WORLD TRADE CENTER COMMAND,HISPANIC
949982,TRANSIT DISTRICT 23,HISPANIC
960144,HOUSING PSA 4,HISPANIC
978852,042 PRECINCT,HISPANIC
939853,INFO TECHNOLOGY SERVICES DIV,WHITE
929600,SPECIAL FRAUDS SQUAD,WHITE
929599,088 DET SQUAD,BLACK
936113,CRIME PREVENTION DIVISION,WHITE
949983,MTS DET SQUAD,WHITE
978356,108 PRECINCT,WHITE
948599,DET BORO BROOKLYN ZONE #44,WHITE
927837,LOWER MANHATTAN SECURITY INITIATIVE,HISPANIC
939773,PBMS BID TEAM,BLACK
937958,NARC BORO BRONX,WHITE
954472,TB CITYWIDE PICKPOCKET TEAM,HISPANIC
979680,HOUSING PSA 3,BLACK
954473,TRANSIT DISTRICT 2,BLACK
940929,QUEENS STANDARDS & ASSESSMENTS UNIT,BLACK
960145,028 PRECINCT,BLACK
949984,TRN BUR CMD LVL TRAINING UNIT,WHITE
958230,109TH DET SQUAD,BLACK
974711,079 PRECINCT,BLACK
968926,068 PRECINCT,BLACK
961608,HOUSING PSA 1,HISPANIC
927840,PROFESSIONAL STANDARDS DIV,WHITE
953626,TARU DRONE TEAM,HISPANIC
977027,105 PRECINCT,WHITE
963360,078 PRECINCT,WHITE
979025,014 PCT-MIDTOWN SO. PCT,BLACK
968928,090 PRECINCT,BLACK
958231,PERSONNEL ORDERS DIVISION,BLACK
953627,103RD DETECTIVE SQUAD,BLACK
941260,088 PRECINCT,BLACK
937960,HOUSING PSA 9,BLACK
973903,078 PCT PROSPECT PARK DETAIL,BLACK
913912,HARBOR UNIT,HISPANIC
918681,QUEENS SOUTH OPER HOMICIDE SQD,WHITE
982091,RTS RECRUITS,HISPANIC
975954,122 PRECINCT,BLACK
957618,PROPERTY CLERK DIVISION,BLACK
959450,STRATEGIC RESP GRP 2 BRONX,BLACK
937856,032 PRECINCT,BLACK
926489,HARBOR UNIT,BLACK
924876,QUEENS NIGHT WATCH,BLACK
974710,109 PRECINCT,HISPANIC
942937,HOUSING PSA 4,BLACK
970969,028 PRECINCT,ASIAN
971796,045 DET SQUAD,WHITE
936114,TRANSIT DISTRICT 4,BLACK
981024,RTS RECRUITS,WHITE
970379,PBSI FERRY SECURITY UNIT,WHITE
957625,048 PRECINCT,WHITE
980350,109 PRECINCT,BLACK
946729,AC ZONE I QUEENS/BKLYN/S.I.,WHITE
954475,TRANSIT DISTRICT 32,WHITE
966424,COD QUALITY OF LIFE DIVISION,WHITE
959451,TRANSIT DISTRICT 30,HISPANIC
937962,TRANSIT DISTRICT 11,HISPANIC
942935,FIREARMS & TACTICS SECTION,WHITE
980351,077 PRECINCT,HISPANIC
942938,TECH. ASSIST. & RESPONSE UNIT,WHITE
978357,HOUSING PSA 7,WHITE
948286,POLICE ACADEMY,HISPANIC
944311,POLICE ACADEMY,WHITE
979026,114 PRECINCT,HISPANIC
942936,CRITICAL RESPONSE COMMAND,BLACK
957322,MEDICAL DIVISION,BLACK
968219,084 PRECINCT,BLACK
951488,108 PRECINCT,WHITE
979681,115 PRECINCT,BLACK
963361,104 PRECINCT,BLACK
964368,TB METROCARD TASK FORCE,WHITE
942939,DET BORO BKLYN SO HOMICIDE SQ,WHITE
964367,TRANSIT DISTRICT 34,WHITE
941330,QUEENS COURT SECTION,ASIAN
964369,063 PRECINCT,WHITE
960108,WARRANT SECTION,WHITE
947968,014 PCT-MIDTOWN SO. PCT,WHITE
952393,TRANSIT DISTRICT 4,WHITE
944312,PBMS COMMUNITY RESPONSE TEAM,WHITE
955972,"GUN VIOL SUPP DIV Z1 (BK,Q,SI)",WHITE
952394,NARC BORO MANHATTAN SOUTH,WHITE
980352,HOUSING PSA 3,WHITE
979682,023 PRECINCT,ASIAN
921911,INTERNAL AFFAIRS BUREAU,WHITE
982092,RTS RECRUITS,WHITE
940953,WARRANT SECTION,ASIAN
972502,063 PRECINCT,ASIAN
977724,HOUSING PSA 6,ASIAN
936116,NARC BORO BROOKLYN NORTH,BLACK
960146,102 PRECINCT,ASIAN
939854,INTERNAL AFFAIRS BUREAU,ASIAN
953628,PBBS COMMUNITY AFFAIRS SECTION,BLACK
978853,049 PRECINCT,WHITE
973207,CANDIDATE ASSESSMENT DIVISION,BLACK
957324,108 PRECINCT,HISPANIC
975955,009 PRECINCT,ASIAN
974712,042 PRECINCT,WHITE
975956,045 PRECINCT,ASIAN
981025,RTS RECRUITS,WHITE
973208,TRANSIT DISTRICT 34,ASIAN
960147,083 PRECINCT,WHITE
948643,OPERATIONS & ANALYSIS SECTION,ASIAN
926488,CITYWIDE TRAFFIC TF,BLACK
960148,TRANSIT DISTRICT 32,ASIAN
960149,TRANSIT DISTRICT 11,ASIAN
963363,013 PRECINCT,ASIAN
964871,046 PRECINCT,WHITE
941331,LSSD ELECTRONICS SECTION,BLACK
942801,CRIMINAL INTELLIGENCE SECTION,ASIAN
975288,018 PCT-MIDTOWN NO. PCT,ASIAN
949986,STANDARDS & ASSESSMENTS SECTION,ASIAN
932244,BROOKLYN COURT SECTION,BLACK
977725,068 PRECINCT,ASIAN
946731,DET BORO MANHATTAN NORTH,ASIAN
958232,105TH DET SQUAD,WHITE
936064,STRATEGIC TECHNOLOGY DIVISION,BLACK
979683,121 PRECINCT,ASIAN
948601,075 PRECINCT,ASIAN
964370,COD QUALITY OF LIFE DIVISION,ASIAN
982137,RTS RECRUITS,WHITE
977028,TRANSIT DISTRICT 2,ASIAN
965650,UNIFORMED PROMOTIONS TRN UNIT,WHITE
979616,063 PRECINCT,WHITE
963844,020 PRECINCT,ASIAN
957325,TRN BUR CMD LVL TRAINING UNIT,ASIAN
946798,HATE CRIME TASK FORCE,BLACK
965714,PSA 6 VIPER 1,WHITE
964872,FLUSHING MEADOWS PK SUM DETAIL,ASIAN
931518,WORLD TRADE CENTER COMMAND,ASIAN
942940,INTEL CIS FIO PROGRAM,WHITE
927846,MANAGEMENT ANALYSIS SECTION,ASIAN
960139,MANHATTAN TRANSIT CRIMES SQD,ASIAN
982093,RTS RECRUITS,ASIAN
975957,122 PRECINCT,ASIAN
978358,073 PRECINCT,ASIAN
939855,TRANSIT DISTRICT 20,ASIAN
982094,RTS RECRUITS,ASIAN
963362,043 PRECINCT,ASIAN
980353,043 PRECINCT,ASIAN
970381,PBBS COMMUNITY RESPONSE TEAM,ASIAN
952395,TRANSIT STANDARDS & ASSESSMENTS UNIT,ASIAN
963845,040 PRECINCT,ASIAN
944970,023 PRECINCT,ASIAN
976569,042 PRECINCT,ASIAN
977029,INFO TECHNOLOGY SERVICES DIV,WHITE
978854,028 PRECINCT,ASIAN
978359,076 PRECINCT,ASIAN
936117,BRONX COURT SECTION,ASIAN
959452,STRATEGIC RESP GRP 1 MANHATTAN,WHITE
941333,MILITARY & EXTENDED LEAVE DESK,ASIAN
956377,GVSD Z1 VIOLENCE RED T/F,WHITE
956378,005 PRECINCT,WHITE
973209,TRANSIT DISTRICT 34,ASIAN
941334,STRATEGIC RESPONSE GROUP,HISPANIC
919986,NARC BORO BRONX MAJOR CASE UNIT,HISPANIC
905674,AUTO POUNDS,WHITE
954476,NARC BORO BRONX,HISPANIC
941332,OPERATIONS & ANALYSIS SECTION,ASIAN
952396,MILITARY & EXTENDED LEAVE DESK,HISPANIC
951489,052 PRECINCT,HISPANIC
944315,121 PRECINCT,HISPANIC
948603,STRATEGIC RESP GRP 2 BRONX,HISPANIC
957326,EXECUTIVE PROTECTION UNIT,HISPANIC
945010,116 PRECINCT,BLACK
960150,HOUSING PSA 7,HISPANIC
939856,INTERNAL AFFAIRS BUREAU,WHITE
978855,TRANSIT DISTRICT 34,WHITE
976570,110 PRECINCT,ASIAN
967745,STATEN ISLAND SPECIAL VICTIMS SQUAD,WHITE
973211,107 PRECINCT,HISPANIC
951490,CRIME PREVENTION DIVISION,WHITE
977463,083 PRECINCT,WHITE
944316,EMERGENCY SERVICE UNIT,WHITE
977727,MEDICAL DIVISION,WHITE
936119,081 PRECINCT,HISPANIC
934381,068 DET SQUAD,WHITE
961610,HATE CRIMES UNIT,ASIAN
954477,075 PRECINCT,HISPANIC
944981,114 PRECINCT,ASIAN
958233,CRIMINAL INTELLIGENCE SECTION,WHITE
971310,069 DET SQUAD,WHITE
972476,122 PRECINCT,WHITE
973210,105 PRECINCT,HISPANIC
977464,071 PRECINCT,WHITE
976926,046 PRECINCT,BLACK
952397,PATROL BORO MAN NORTH,ASIAN
952398,MANHATTAN CHILD ABUSE SQUAD,HISPANIC
949988,OPERATIONS & ANALYSIS SECTION,WHITE
973904,HOUSING PSA 9,ASIAN
959453,110 PRECINCT,WHITE
942941,052 PRECINCT,BLACK
944317,AVIATION UNIT,BLACK
982095,RTS RECRUITS,WHITE
980354,041 PRECINCT,BLACK
945467,WARRANT SECTION,WHITE
936118,DET BORO BX HOMICIDE SQ,WHITE
936120,113TH DET SQUAD,BLACK
937966,NARC BORO MANHATTAN SOUTH,BLACK
931457,PATROL BORO MAN SOUTH,WHITE
929500,017 PRECINCT,BLACK
965923,TRANSIT DISTRICT 30,WHITE
933601,PBBN COMMUNITY AFFAIRS SECTION,BLACK
960151,107 PRECINCT,BLACK
946732,TRANSIT BORO MANHATTAN,BLACK
939857,CITYWIDE TRAFFIC TF,BLACK
968222,PB COMMUNITY OUTREACH TEAM,BLACK
932246,060 PRECINCT,BLACK
951492,CEIS ASSET FORFEITURE UNIT,BLACK
948800,LICENSE DIVISION,BLACK
944517,QUEENS ADULT SEX CRIMES SQUAD,BLACK
966933,078 PRECINCT,HISPANIC
919990,TRANSIT DISTRICT 23,BLACK
951491,INTERNAL AFFAIRS BUREAU,HISPANIC
945468,INTEL CIS FIO PROGRAM,BLACK
948606,049 PRECINCT,BLACK
932436,CRIME SCENE UNIT,WHITE
969473,052 DET SQUAD,WHITE
979028,040 PRECINCT,BLACK
934383,DET BORO MAN NORTH OPER,BLACK
957327,110TH DET SQUAD,BLACK
971799,MANHATTAN COURT SECTION,BLACK
971312,113 PRECINCT,WHITE
944318,EMERGENCY SERVICE UNIT,HISPANIC
980355,RTS RECRUITS,WHITE
937967,CITYWIDE TRAFFIC TF,WHITE
960586,YANKEE STADIUM DETAIL,HISPANIC
981026,RTS RECRUITS,BLACK
955709,042 PRECINCT,HISPANIC
948609,075 DET SQUAD,HISPANIC
972504,023 PRECINCT,ASIAN
968223,110 PRECINCT,HISPANIC
964873,023 PRECINCT,BLACK
980356,073 PRECINCT,BLACK
949990,COURT MONITORING UNIT 2 (MN/BX/QS/QN),WHITE
948607,034 PRECINCT,WHITE
953629,TACTICAL TRAINING UNIT,WHITE
917033,JOINT TERRORIST TASK FORCE,WHITE
957328,044 PRECINCT,HISPANIC
936122,POLICE LABORATORY,WHITE
973212,060 PRECINCT,HISPANIC
969474,TRANSIT DISTRICT 30,BLACK
979029,025 PRECINCT,HISPANIC
956381,NARC BORO BRONX,HISPANIC
980357,047 PRECINCT,HISPANIC
956380,HOUSING PSA 2,HISPANIC
956461,WARRANT SECTION,HISPANIC
962856,TB ANTI TERRORISM 3,BLACK
969475,028 PRECINCT,HISPANIC
949991,067 PRECINCT,HISPANIC
955710,TRANSIT DISTRICT 4,HISPANIC
975323,014 PCT-MIDTOWN SO. PCT,HISPANIC
933602,CRIME SCENE UNIT,HISPANIC
946733,TRANSIT DISTRICT 20,ASIAN
946426,POL LAB FIREARMS ANALYSIS SEC,HISPANIC
979684,020 PRECINCT,HISPANIC
968925,032 PRECINCT,ASIAN
963820,081 PRECINCT,WHITE
963366,POL LAB FIREARMS ANALYSIS SEC,HISPANIC
968224,100 PRECINCT,HISPANIC
962211,PROPERTY CLERK DIVISION,BLACK
962212,073 PRECINCT,WHITE
953630,BRONX COURT SECTION,HISPANIC
943998,072 PRECINCT,WHITE
964874,TRANSIT BUREAU RESPONSE TEAM,HISPANIC
977030,TRANSIT DISTRICT 30,BLACK
932247,028 PRECINCT,HISPANIC
951495,AC ZONE II BRONX/ MANHATTAN,WHITE
979030,006 PRECINCT,HISPANIC
968929,084 PRECINCT,HISPANIC
946734,MEDICAL DIVISION,WHITE
939862,FIREARMS & TACTICS SECTION,HISPANIC
979031,026 PRECINCT,HISPANIC
942654,COD DOMESTIC VIOLENCE UNIT,HISPANIC
949989,PSB COMMUNITY RESPONSE TEAM,BLACK
948610,YANKEE STADIUM DETAIL,HISPANIC
982096,RTS RECRUITS,HISPANIC
972381,007 PRECINCT,HISPANIC
981027,RTS RECRUITS,HISPANIC
952400,043 PRECINCT,HISPANIC
970383,HOUSING PSA 5,HISPANIC
975959,023 PRECINCT,HISPANIC
982097,RTS RECRUITS,HISPANIC
973213,TRANSIT DISTRICT 3,HISPANIC
968225,034 PRECINCT,HISPANIC
952401,TB CANINE UNIT,HISPANIC
946735,POLICE PENSION FUND,HISPANIC
946736,QUEENS COURT SECTION,HISPANIC
975324,006 PRECINCT,HISPANIC
960153,TRANSIT DISTRICT 11,HISPANIC
947706,POLICE ACADEMY,HISPANIC
929614,094 DET SQUAD,HISPANIC
968227,030 PRECINCT,HISPANIC
941336,PATROL BORO BRONX,HISPANIC
978856,047 PRECINCT,HISPANIC
978360,033 PRECINCT,HISPANIC
973050,047 PRECINCT,HISPANIC
967418,STOLEN PROPERTY INQUIRY UNIT,WHITE
977728,TRANSIT DISTRICT 12,WHITE
927849,YANKEE STADIUM DETAIL,HISPANIC
964875,006 PRECINCT,WHITE
936115,INTERNAL AFFAIRS BUREAU,BLACK
970384,INTELLIGENCE DIVISION,HISPANIC
977031,103 PRECINCT,WHITE
964876,PATROL BORO MAN SOUTH,WHITE
976922,LAB EVIDENCE CTRL & SECURITY,WHITE
979032,033 PRECINCT,HISPANIC
978361,HOUSING PSA 9,ASIAN
969476,034 PRECINCT,HISPANIC
947191,BRONX ZOO DETAIL,HISPANIC
973905,HOUSING PSA 6,ASIAN
962918,101 PCT ROCKAWAY BEACH,WHITE
946737,BUILDING MAINTENANCE SECT,WHITE
929616,062 DET SQUAD,HISPANIC
966935,TRANSIT DISTRICT 34,HISPANIC
960155,CHIEF CRIME CONTROL STRATEGIES,WHITE
963370,063 PRECINCT,HISPANIC
941337,POL LAB FIREARMS ANALYSIS SEC,HISPANIC
957329,STRATEGIC RESP GRP 4 QUEENS,HISPANIC
936123,TRANSIT DISTRICT 11,HISPANIC
964877,047 PRECINCT,HISPANIC
980336,052 PRECINCT,BLACK
958234,MEDICAL DIVISION,WHITE
926498,PATROL SERVICES BUREAU,WHITE
953631,CHARACTER ASSESSMENT SECTION,BLACK
963369,BROOKLYN COURT SECTION,HISPANIC
982098,RTS RECRUITS,WHITE
932249,TRANSIT DISTRICT 33,WHITE
968931,001 PRECINCT,HISPANIC
981028,RTS RECRUITS,BLACK
948611,POLICE CADET CORPS,HISPANIC
938326,SSD YOUTH RESPONSE TEAM,BLACK
979685,046 PRECINCT,WHITE
975960,122 PRECINCT,BLACK
955831,DRUG ENFORCEMENT TASK FORCE,HISPANIC
960156,CHARACTER ASSESSMENT SECTION,BLACK
941970,121 PRECINCT,BLACK
944319,WAREHOUSE SYSTEM,ASIAN
937970,TRANSIT BORO BROOKLYN,BLACK
968229,PATROL BORO MAN NORTH,WHITE
963847,078 PRECINCT,WHITE
951498,025 PRECINCT,ASIAN
934386,PSA 5 VIPER 12,HISPANIC
948612,OPERATIONS UNIT,WHITE
934385,DEP COMM EQUITY & INCLUSION,ASIAN
945006,DET BORO QUEENS SOUTH,WHITE
967747,115TH DET SQUAD,HISPANIC
981029,RTS RECRUITS,HISPANIC
977729,HOUSING PSA 6,HISPANIC
946738,MANHATTAN ADULT SEX CRIMES SQUAD,HISPANIC
939866,IN-SERVICE TRAINING SECTION,HISPANIC
954577,CITYWIDE TRAFFIC TF,WHITE
949993,TRANSIT BORO BROOKLYN,WHITE
967419,045 PRECINCT,HISPANIC
958235,101 PRECINCT,WHITE
948298,HIGHWAY UNIT 1,WHITE
981030,RTS RECRUITS,BLACK
933605,LOWER MANHATTAN SECURITY INITIATIVE,ASIAN
945469,115 PRECINCT,WHITE
982099,RTS RECRUITS,BLACK
941339,INTEL CIS FIO PROGRAM,ASIAN
952404,066 PRECINCT,WHITE
977730,TRANSIT DISTRICT 4,BLACK
949994,"GUN VIOL SUPP DIV Z2 (MAN,BX)",WHITE
963371,104 PRECINCT,HISPANIC
977465,009 PRECINCT,WHITE
936124,111 PRECINCT,WHITE
949327,063 PRECINCT,HISPANIC
937971,111 PRECINCT,WHITE
952405,CEIS GUARDIAN TASK FORCE,WHITE
963372,063 PRECINCT,HISPANIC
964878,HIGHWAY UNIT 3,WHITE
933606,QUARTERMASTER SECTION,HISPANIC
964879,122 PRECINCT,HISPANIC
980358,RTS RECRUITS,HISPANIC
974714,109 PRECINCT,HISPANIC
961611,044 PRECINCT,HISPANIC
954478,POLICE ACADEMY,HISPANIC
941340,HIGHWAY UNIT 1,WHITE
946739,NARC BORO BRONX,HISPANIC
953633,PATROL BORO BKLYN SOUTH,WHITE
973214,060 PCT CONEY ISLAND DETAIL,HISPANIC
977032,073 PRECINCT,HISPANIC
962922,048 PRECINCT,HISPANIC
973907,018 PCT-MIDTOWN NO. PCT,HISPANIC
979686,042 PRECINCT,HISPANIC
937858,CEIS METRO SAFE STREETS TF,HISPANIC
973215,HOUSING PSA 3,HISPANIC
933607,COMMUNITY OUTREACH DIVISION,HISPANIC
977466,109 PRECINCT,HISPANIC
958237,114 PRECINCT,HISPANIC
949837,041 PRECINCT,HISPANIC
929619,YANKEE STADIUM DETAIL,HISPANIC
977033,018 PCT-MIDTOWN NO. PCT,HISPANIC
974715,101 PRECINCT,HISPANIC
978362,HOUSING PSA 6,HISPANIC
949587,INTERNAL AFFAIRS BUREAU,HISPANIC
978363,HOUSING PSA 7,HISPANIC
948458,023 PRECINCT,HISPANIC
974716,107 PRECINCT,HISPANIC
966429,HUMAN RESOURCES DIVISION,HISPANIC
942944,TRANSIT DISTRICT 33,HISPANIC
975325,040 PRECINCT,HISPANIC
971314,013 PRECINCT,HISPANIC
982100,RTS RECRUITS,HISPANIC
963373,049 PRECINCT,HISPANIC
979033,020 PRECINCT,HISPANIC
942945,DET BORO MANHATTAN NORTH,HISPANIC
946741,MANHATTAN CHILD ABUSE SQUAD,HISPANIC
927852,HB BROOKLYN RESPONSE TEAM,HISPANIC
968932,MILITARY & EXTENDED LEAVE DESK,HISPANIC
964372,INTEL CIS FIO PROGRAM,HISPANIC
970973,044 PRECINCT,HISPANIC
929623,PBQN COMMUNITY AFFAIRS SECTION,HISPANIC
939868,078 DET SQUAD,HISPANIC
965396,HOUSING PSA 9,HISPANIC
945115,046 PRECINCT,HISPANIC
948613,WORLD TRADE CENTER COMMAND,HISPANIC
955712,HOUSING PSA 7,HISPANIC
951500,MILITARY & EXTENDED LEAVE DESK,HISPANIC
917224,PATROL BORO MAN NORTH,HISPANIC
977731,079 PRECINCT,HISPANIC
941341,073 PRECINCT,HISPANIC
968230,SSD YOUTH RESPONSE TEAM,HISPANIC
969479,PATROL BORO STATEN ISLAND,HISPANIC
947969,070 PRECINCT,HISPANIC
946742,COMMUNITY AFFAIRS BUREAU,HISPANIC
974717,120 PRECINCT,HISPANIC
941342,104 PRECINCT,BLACK
981031,RTS RECRUITS,HISPANIC
952406,INTEL CIS FIO PROGRAM,HISPANIC
945470,105 PRECINCT,HISPANIC
949996,TRANSIT DISTRICT 3,HISPANIC
944320,HEADQUARTERS SECURITY UNIT,HISPANIC
944321,HARBOR UNIT,HISPANIC
927779,TRANSIT DISTRICT 32,HISPANIC
975961,083 PRECINCT,HISPANIC
937974,048 DET SQUAD,HISPANIC
969478,MN AUTO LARCENY UNIT,HISPANIC
968934,QN AUTO LARCENY UNIT,HISPANIC
954479,AC ZONE II BRONX/ MANHATTAN,HISPANIC
961210,TRANSIT DISTRICT 1,HISPANIC
967420,QUEENS COURT SECTION,HISPANIC
921051,NARC BORO MANHATTAN NORTH,HISPANIC
895071,CT OPERATIONAL SUPPORT SECTION,HISPANIC
941343,QS CRIME ANALYSIS UNIT,HISPANIC
969685,HUMAN RESOURCES DIVISION,WHITE
966431,HOUSING PSA 3,BLACK
936126,013 PRECINCT,HISPANIC
979034,112 PRECINCT,HISPANIC
974719,CITYWIDE TRAFFIC TF,HISPANIC
980359,048 PRECINCT,HISPANIC
979688,046 PRECINCT,HISPANIC
971313,034 PRECINCT,HISPANIC
934387,121 PRECINCT,HISPANIC
959272,INTERNAL AFFAIRS BUREAU,WHITE
979687,040 PRECINCT,HISPANIC
978364,TRANSIT DISTRICT 23,HISPANIC
978365,094 PRECINCT,HISPANIC
951501,060 PRECINCT,HISPANIC
921914,PATROL BORO BRONX,HISPANIC
978366,050 PRECINCT,HISPANIC
972506,NARC BORO MANHATTAN SOUTH,HISPANIC
982031,RTS RECRUITS,ASIAN
957330,TARU DRONE TEAM,HISPANIC
961612,TRANSIT DISTRICT 12,HISPANIC
982101,RTS RECRUITS,HISPANIC
955713,NARC BORO BROOKLYN NORTH,HISPANIC
958240,122 PRECINCT,HISPANIC
936127,TRANSIT DISTRICT 2,WHITE
954480,018 PCT-MIDTOWN NO. PCT,HISPANIC
948299,MANHATTAN COURT SECTION,WHITE
968233,006 PRECINCT,ASIAN
971316,026 PRECINCT,WHITE
975326,073 PRECINCT,WHITE
960551,INTEL CIS FIO PROGRAM,BLACK
970974,018 PCT-MIDTOWN NO. PCT,HISPANIC
976497,072 PRECINCT,BLACK
973216,HOUSING PSA 2,HISPANIC
919995,CT OPERATIONAL SUPPORT SECTION,BLACK
962103,NARC BORO QUEENS NORTH,BLACK
939869,COMPLIANCE SECTION,HISPANIC
954481,CANDIDATE ASSESSMENT DIVISION,HISPANIC
974718,106 PRECINCT,HISPANIC
982102,RTS RECRUITS,HISPANIC
951502,048 PRECINCT,WHITE
973051,076 PRECINCT,BLACK
937975,050 PRECINCT,WHITE
979617,044 PRECINCT,ASIAN
963849,007 PRECINCT,WHITE
973910,077 PRECINCT,HISPANIC
977732,045 PRECINCT,HISPANIC
937976,073 PRECINCT,HISPANIC
955714,050 PRECINCT,WHITE
975962,041 PRECINCT,HISPANIC
976573,TRANSIT BORO MAN TASK FORCE,BLACK
937977,HIGHWAY DISTRICT,WHITE
946743,CRITICAL RESPONSE COMMAND,WHITE
954988,115 PRECINCT,WHITE
962923,MANHATTAN TRANSIT CRIMES SQD,WHITE
958242,110TH DET SQUAD,WHITE
958243,017 PRECINCT,WHITE
937978,STRATEGIC RESP GRP 4 QUEENS,BLACK
944322,PATROL BORO STATEN ISLAND,WHITE
945134,020 DET SQUAD,WHITE
978857,079 PRECINCT,HISPANIC
975963,MILITARY & EXTENDED LEAVE DESK,HISPANIC
933609,IAB INVESTIGATIONS UNIT 22,WHITE
979689,106 PRECINCT,HISPANIC
961613,HOUSING PSA 6,WHITE
953635,STRATEGIC RESP GRP 4 QUEENS,HISPANIC
974720,041 PRECINCT,WHITE
957332,040 PRECINCT,BLACK
942947,DET BORO BRONX,WHITE
946744,032 PRECINCT,ASIAN
952407,TB CANINE UNIT,HISPANIC
954483,LEGAL BUREAU,WHITE
949998,WARRANT SECTION,WHITE
982103,RTS RECRUITS,WHITE
963848,UNIFORMED PROMOTIONS TRN UNIT,WHITE
976572,TRANSIT DISTRICT 2,ASIAN
973217,MILITARY & EXTENDED LEAVE DESK,BLACK
949999,HARBOR UNIT SUMMER DETAIL,WHITE
948614,069 PRECINCT,WHITE
943999,MUNICIPAL SECURITY SECTION,BLACK
941344,NARC BORO BRONX,WHITE
974721,013 PRECINCT,ASIAN
966937,101 PRECINCT,WHITE
978367,069 PRECINCT,ASIAN
977034,025 PRECINCT,WHITE
929627,DRUG ENFORCEMENT TASK FORCE,WHITE
962214,TRANSIT DISTRICT 30,WHITE
953634,INTEL CIS FIO PROGRAM,HISPANIC
967748,TRANSIT DISTRICT 32,ASIAN
966939,TRANSIT DISTRICT 20,HISPANIC
981032,RTS RECRUITS,HISPANIC
973052,MILITARY & EXTENDED LEAVE DESK,ASIAN
977035,032 PRECINCT,ASIAN
964221,HOUSING PSA 7,HISPANIC
934392,DRIVER EDUCATION & TRAINING UNIT,WHITE
946745,INTERNAL AFFAIRS BUREAU,WHITE
969482,024 PRECINCT,WHITE
966434,PBMS COMMUNITY RESPONSE TEAM,ASIAN
954482,TRANSIT DISTRICT 11,HISPANIC
978858,090 PRECINCT,ASIAN
